<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.06.02	04:50:00	1.06522	1.06554	1.06517	1.06542	334	0	0
2022.06.02	05:00:00	1.06546	1.06556	1.06520	1.06544	379	0	0
2022.06.02	05:10:00	1.06544	1.06584	1.06529	1.06578	235	0	0
2022.06.02	05:20:00	1.06579	1.06582	1.06549	1.06568	259	0	0
2022.06.02	05:30:00	1.06568	1.06572	1.06515	1.06553	295	0	0
2022.06.02	05:40:00	1.06551	1.06553	1.06448	1.06452	482	0	0
2022.06.02	05:50:00	1.06452	1.06527	1.06449	1.06496	518	0	0
2022.06.02	06:00:00	1.06496	1.06546	1.06483	1.06514	476	0	0
2022.06.02	06:10:00	1.06514	1.06522	1.06504	1.06514	337	0	0
2022.06.02	06:20:00	1.06515	1.06552	1.06513	1.06545	256	0	0
2022.06.02	06:30:00	1.06547	1.06550	1.06516	1.06521	356	0	1
2022.06.02	06:40:00	1.06521	1.06534	1.06511	1.06528	270	0	1
2022.06.02	06:50:00	1.06529	1.06546	1.06514	1.06544	167	0	1
2022.06.02	07:00:00	1.06545	1.06556	1.06532	1.06554	221	0	0
2022.06.02	07:10:00	1.06553	1.06565	1.06544	1.06564	203	0	0
2022.06.02	07:20:00	1.06565	1.06568	1.06537	1.06539	162	0	0
2022.06.02	07:30:00	1.06539	1.06561	1.06539	1.06554	137	0	0
2022.06.02	07:40:00	1.06554	1.06563	1.06548	1.06558	144	0	0
2022.06.02	07:50:00	1.06558	1.06576	1.06550	1.06572	167	0	0
2022.06.02	08:00:00	1.06572	1.06595	1.06562	1.06564	207	0	0
2022.06.02	08:10:00	1.06564	1.06574	1.06531	1.06542	266	0	0
2022.06.02	08:20:00	1.06541	1.06560	1.06518	1.06531	173	0	0
2022.06.02	08:30:00	1.06528	1.06541	1.06491	1.06540	364	0	0
2022.06.02	08:40:00	1.06540	1.06597	1.06537	1.06595	329	0	0
2022.06.02	08:50:00	1.06595	1.06654	1.06577	1.06578	439	0	0
2022.06.02	09:00:00	1.06577	1.06653	1.06575	1.06630	645	0	0
2022.06.02	09:10:00	1.06627	1.06634	1.06598	1.06623	401	0	0
2022.06.02	09:20:00	1.06623	1.06688	1.06621	1.06676	456	0	0
2022.06.02	09:30:00	1.06678	1.06740	1.06663	1.06694	831	0	0
2022.06.02	09:40:00	1.06695	1.06753	1.06668	1.06737	504	0	0
2022.06.02	09:50:00	1.06737	1.06790	1.06728	1.06763	654	0	0
2022.06.02	10:00:00	1.06762	1.06823	1.06747	1.06805	1088	0	0
2022.06.02	10:10:00	1.06805	1.06809	1.06750	1.06758	739	0	0
2022.06.02	10:20:00	1.06759	1.06850	1.06743	1.06813	861	0	0
2022.06.02	10:30:00	1.06813	1.06917	1.06773	1.06904	709	0	0
2022.06.02	10:40:00	1.06904	1.06919	1.06873	1.06879	618	0	0
2022.06.02	10:50:00	1.06879	1.06892	1.06843	1.06854	617	0	0
2022.06.02	11:00:00	1.06855	1.06922	1.06838	1.06881	604	0	0
2022.06.02	11:10:00	1.06881	1.06914	1.06876	1.06909	627	0	0
2022.06.02	11:20:00	1.06910	1.06925	1.06843	1.06869	497	0	0
2022.06.02	11:30:00	1.06868	1.06954	1.06861	1.06917	414	0	0
2022.06.02	11:40:00	1.06917	1.06938	1.06893	1.06893	377	0	0
2022.06.02	11:50:00	1.06893	1.06928	1.06841	1.06842	448	0	0
2022.06.02	12:00:00	1.06839	1.06849	1.06807	1.06823	462	0	0
2022.06.02	12:10:00	1.06824	1.06908	1.06823	1.06886	408	0	0
2022.06.02	12:20:00	1.06885	1.06901	1.06871	1.06888	349	0	0
2022.06.02	12:30:00	1.06888	1.06909	1.06848	1.06881	387	0	0
2022.06.02	12:40:00	1.06879	1.06886	1.06839	1.06878	342	0	0
2022.06.02	12:50:00	1.06878	1.06893	1.06851	1.06887	318	0	0
2022.06.02	13:00:00	1.06887	1.06908	1.06860	1.06879	540	0	0
2022.06.02	13:10:00	1.06879	1.06903	1.06864	1.06897	398	0	0
2022.06.02	13:20:00	1.06897	1.06917	1.06846	1.06858	573	0	0
2022.06.02	13:30:00	1.06858	1.06910	1.06827	1.06909	386	0	0
2022.06.02	13:40:00	1.06909	1.06953	1.06897	1.06939	426	0	0
2022.06.02	13:50:00	1.06940	1.06972	1.06914	1.06954	441	0	0
2022.06.02	14:00:00	1.06954	1.06967	1.06916	1.06926	638	0	0
2022.06.02	14:10:00	1.06927	1.06935	1.06882	1.06884	359	0	0
2022.06.02	14:20:00	1.06883	1.06946	1.06871	1.06937	572	0	0
2022.06.02	14:30:00	1.06937	1.06954	1.06895	1.06927	506	0	0
2022.06.02	14:40:00	1.06927	1.06950	1.06865	1.06873	614	0	0
2022.06.02	14:50:00	1.06872	1.06960	1.06841	1.06943	802	0	0
2022.06.02	15:00:00	1.06940	1.06956	1.06911	1.06922	743	0	0
2022.06.02	15:10:00	1.06923	1.06990	1.06893	1.06936	1122	0	0
2022.06.02	15:20:00	1.06933	1.06959	1.06896	1.06923	969	0	0
2022.06.02	15:30:00	1.06916	1.06967	1.06850	1.06961	1224	0	0
2022.06.02	15:40:00	1.06960	1.07017	1.06929	1.06978	1142	0	0
2022.06.02	15:50:00	1.06979	1.07158	1.06979	1.07033	1510	0	0
2022.06.02	16:00:00	1.07033	1.07078	1.06978	1.06991	1321	0	0
2022.06.02	16:10:00	1.06991	1.07078	1.06968	1.07078	996	0	0
2022.06.02	16:20:00	1.07078	1.07114	1.07039	1.07085	1100	0	0
2022.06.02	16:30:00	1.07086	1.07097	1.07021	1.07055	1506	0	0
2022.06.02	16:40:00	1.07055	1.07062	1.06970	1.06997	1122	0	0
2022.06.02	16:50:00	1.06997	1.07006	1.06922	1.06996	1212	0	0
2022.06.02	17:00:00	1.06996	1.07061	1.06952	1.07049	1560	0	0
2022.06.02	17:10:00	1.07049	1.07182	1.07049	1.07067	1400	0	0
2022.06.02	17:20:00	1.07067	1.07141	1.06981	1.07026	1499	0	0
2022.06.02	17:30:00	1.07023	1.07108	1.07012	1.07108	1254	0	0
2022.06.02	17:40:00	1.07108	1.07182	1.07095	1.07151	1287	0	0
2022.06.02	17:50:00	1.07151	1.07183	1.07109	1.07161	1276	0	0
2022.06.02	18:00:00	1.07157	1.07301	1.07127	1.07257	1185	0	0
2022.06.02	18:10:00	1.07258	1.07306	1.07234	1.07257	1104	0	0
2022.06.02	18:20:00	1.07260	1.07336	1.07229	1.07257	797	0	0
2022.06.02	18:30:00	1.07258	1.07259	1.07201	1.07236	813	0	0
2022.06.02	18:40:00	1.07236	1.07318	1.07233	1.07307	647	0	0
2022.06.02	18:50:00	1.07307	1.07381	1.07307	1.07320	711	0	0
2022.06.02	19:00:00	1.07320	1.07360	1.07303	1.07345	769	0	0
2022.06.02	19:10:00	1.07345	1.07381	1.07343	1.07369	686	0	0
2022.06.02	19:20:00	1.07369	1.07437	1.07362	1.07412	622	0	0
2022.06.02	19:30:00	1.07412	1.07435	1.07367	1.07384	565	0	0
2022.06.02	19:40:00	1.07384	1.07396	1.07361	1.07372	456	0	0
2022.06.02	19:50:00	1.07375	1.07447	1.07374	1.07441	553	0	0
2022.06.02	20:00:00	1.07441	1.07476	1.07416	1.07421	582	0	0
2022.06.02	20:10:00	1.07422	1.07434	1.07379	1.07427	484	0	0
2022.06.02	20:20:00	1.07425	1.07431	1.07397	1.07421	574	0	0
2022.06.02	20:30:00	1.07421	1.07473	1.07420	1.07455	407	0	0
2022.06.02	20:40:00	1.07456	1.07485	1.07454	1.07469	328	0	0
2022.06.02	20:50:00	1.07470	1.07484	1.07443	1.07455	437	0	0
2022.06.02	21:00:00	1.07455	1.07483	1.07443	1.07473	435	0	0
2022.06.02	21:10:00	1.07473	1.07483	1.07450	1.07456	369	0	0
2022.06.02	21:20:00	1.07456	1.07462	1.07442	1.07446	263	0	0
2022.06.02	21:30:00	1.07446	1.07487	1.07438	1.07479	335	0	0
2022.06.02	21:40:00	1.07479	1.07483	1.07423	1.07438	440	0	0
2022.06.02	21:50:00	1.07437	1.07449	1.07380	1.07392	522	0	0
2022.06.02	22:00:00	1.07392	1.07426	1.07377	1.07422	512	0	0
2022.06.02	22:10:00	1.07420	1.07447	1.07412	1.07439	485	0	0
2022.06.02	22:20:00	1.07439	1.07458	1.07415	1.07415	339	0	0
2022.06.02	22:30:00	1.07414	1.07462	1.07413	1.07439	337	0	0
2022.06.02	22:40:00	1.07439	1.07457	1.07434	1.07444	294	0	0
2022.06.02	22:50:00	1.07446	1.07490	1.07446	1.07485	415	0	0
2022.06.02	23:00:00	1.07485	1.07499	1.07472	1.07496	233	0	0
2022.06.02	23:10:00	1.07496	1.07496	1.07466	1.07467	321	0	5
2022.06.02	23:20:00	1.07459	1.07476	1.07457	1.07472	291	0	4
2022.06.02	23:30:00	1.07472	1.07493	1.07470	1.07478	200	0	6
2022.06.02	23:40:00	1.07478	1.07497	1.07473	1.07488	170	0	6
2022.06.02	23:50:00	1.07489	1.07494	1.07462	1.07463	237	0	7
2022.06.03	00:00:00	1.07443	1.07451	1.07345	1.07436	110	0	35
2022.06.03	00:10:00	1.07436	1.07465	1.07436	1.07456	81	0	31
2022.06.03	00:20:00	1.07456	1.07465	1.07442	1.07451	51	0	31
2022.06.03	00:30:00	1.07451	1.07475	1.07450	1.07470	69	0	18
2022.06.03	00:40:00	1.07470	1.07474	1.07456	1.07467	97	0	19
2022.06.03	00:50:00	1.07466	1.07470	1.07457	1.07457	83	0	20
2022.06.03	01:00:00	1.07456	1.07500	1.07456	1.07487	102	0	8
2022.06.03	01:10:00	1.07486	1.07498	1.07471	1.07473	250	0	8
2022.06.03	01:20:00	1.07472	1.07484	1.07468	1.07472	198	0	8
2022.06.03	01:30:00	1.07472	1.07488	1.07468	1.07482	161	0	8
2022.06.03	01:40:00	1.07482	1.07501	1.07476	1.07495	131	0	8
2022.06.03	01:50:00	1.07495	1.07504	1.07473	1.07475	105	0	8
2022.06.03	02:00:00	1.07478	1.07497	1.07471	1.07487	123	0	1
2022.06.03	02:10:00	1.07493	1.07497	1.07484	1.07488	158	0	1
2022.06.03	02:20:00	1.07488	1.07490	1.07475	1.07484	73	0	1
2022.06.03	02:30:00	1.07484	1.07490	1.07471	1.07483	123	0	0
2022.06.03	02:40:00	1.07485	1.07495	1.07474	1.07487	166	0	0
2022.06.03	02:50:00	1.07482	1.07506	1.07481	1.07498	161	0	1
2022.06.03	03:00:00	1.07497	1.07501	1.07463	1.07478	370	0	0
2022.06.03	03:10:00	1.07479	1.07488	1.07471	1.07482	193	0	0
2022.06.03	03:20:00	1.07483	1.07541	1.07473	1.07541	236	0	1
2022.06.03	03:30:00	1.07540	1.07627	1.07539	1.07562	570	0	0
2022.06.03	03:40:00	1.07564	1.07603	1.07545	1.07597	350	0	0
2022.06.03	03:50:00	1.07597	1.07615	1.07565	1.07588	417	0	0
2022.06.03	04:00:00	1.07587	1.07594	1.07571	1.07575	419	0	0
2022.06.03	04:10:00	1.07573	1.07580	1.07532	1.07551	245	0	0
2022.06.03	04:20:00	1.07551	1.07558	1.07536	1.07542	204	0	1
2022.06.03	04:30:00	1.07542	1.07568	1.07535	1.07549	488	0	1
2022.06.03	04:40:00	1.07551	1.07604	1.07549	1.07587	468	0	1
2022.06.03	04:50:00	1.07588	1.07619	1.07574	1.07598	423	0	0
2022.06.03	05:00:00	1.07598	1.07599	1.07574	1.07593	245	0	0
2022.06.03	05:10:00	1.07592	1.07625	1.07584	1.07620	449	0	0
2022.06.03	05:20:00	1.07615	1.07638	1.07603	1.07635	249	0	0
2022.06.03	05:30:00	1.07634	1.07635	1.07576	1.07591	211	0	0
2022.06.03	05:40:00	1.07587	1.07599	1.07567	1.07577	219	0	0
2022.06.03	05:50:00	1.07577	1.07592	1.07558	1.07575	260	0	1
2022.06.03	06:00:00	1.07578	1.07599	1.07576	1.07584	244	0	1
2022.06.03	06:10:00	1.07582	1.07585	1.07549	1.07550	318	0	1
2022.06.03	06:20:00	1.07550	1.07567	1.07546	1.07565	124	0	1
2022.06.03	06:30:00	1.07566	1.07566	1.07536	1.07541	288	0	0
2022.06.03	06:40:00	1.07541	1.07552	1.07529	1.07539	258	0	1
2022.06.03	06:50:00	1.07538	1.07546	1.07520	1.07533	275	0	1
2022.06.03	07:00:00	1.07534	1.07537	1.07508	1.07525	289	0	0
2022.06.03	07:10:00	1.07522	1.07545	1.07517	1.07523	205	0	0
2022.06.03	07:20:00	1.07523	1.07528	1.07492	1.07502	247	0	0
2022.06.03	07:30:00	1.07502	1.07526	1.07500	1.07506	175	0	0
2022.06.03	07:40:00	1.07506	1.07521	1.07496	1.07518	180	0	0
2022.06.03	07:50:00	1.07518	1.07518	1.07458	1.07458	254	0	0
2022.06.03	08:00:00	1.07458	1.07510	1.07450	1.07491	212	0	0
2022.06.03	08:10:00	1.07488	1.07494	1.07470	1.07489	155	0	0
2022.06.03	08:20:00	1.07489	1.07548	1.07482	1.07542	327	0	0
2022.06.03	08:30:00	1.07542	1.07543	1.07516	1.07523	222	0	0
2022.06.03	08:40:00	1.07524	1.07537	1.07516	1.07532	208	0	0
2022.06.03	08:50:00	1.07534	1.07559	1.07534	1.07544	423	0	0
2022.06.03	09:00:00	1.07544	1.07569	1.07525	1.07566	408	0	0
2022.06.03	09:10:00	1.07568	1.07584	1.07541	1.07545	361	0	0
2022.06.03	09:20:00	1.07545	1.07562	1.07526	1.07528	368	0	0
2022.06.03	09:30:00	1.07528	1.07566	1.07520	1.07552	520	0	0
2022.06.03	09:40:00	1.07551	1.07570	1.07540	1.07554	746	0	0
2022.06.03	09:50:00	1.07554	1.07558	1.07507	1.07529	590	0	0
2022.06.03	10:00:00	1.07526	1.07533	1.07483	1.07502	837	0	0
2022.06.03	10:10:00	1.07503	1.07505	1.07450	1.07468	573	0	0
2022.06.03	10:20:00	1.07468	1.07512	1.07461	1.07487	604	0	0
2022.06.03	10:30:00	1.07484	1.07553	1.07449	1.07551	538	0	0
2022.06.03	10:40:00	1.07551	1.07607	1.07536	1.07589	564	0	0
2022.06.03	10:50:00	1.07590	1.07590	1.07555	1.07561	602	0	0
2022.06.03	11:00:00	1.07561	1.07612	1.07494	1.07579	682	0	0
2022.06.03	11:10:00	1.07579	1.07622	1.07577	1.07578	522	0	0
2022.06.03	11:20:00	1.07577	1.07603	1.07538	1.07602	476	0	0
2022.06.03	11:30:00	1.07602	1.07625	1.07582	1.07593	365	0	0
2022.06.03	11:40:00	1.07593	1.07606	1.07544	1.07545	344	0	0
2022.06.03	11:50:00	1.07543	1.07562	1.07496	1.07537	553	0	0
2022.06.03	12:00:00	1.07537	1.07559	1.07478	1.07534	537	0	0
2022.06.03	12:10:00	1.07534	1.07558	1.07483	1.07498	362	0	0
2022.06.03	12:20:00	1.07498	1.07500	1.07469	1.07478	407	0	0
2022.06.03	12:30:00	1.07478	1.07490	1.07462	1.07469	282	0	0
2022.06.03	12:40:00	1.07469	1.07471	1.07435	1.07446	330	0	0
2022.06.03	12:50:00	1.07446	1.07488	1.07438	1.07474	369	0	0
2022.06.03	13:00:00	1.07474	1.07477	1.07431	1.07436	454	0	0
2022.06.03	13:10:00	1.07436	1.07453	1.07396	1.07414	400	0	0
2022.06.03	13:20:00	1.07413	1.07424	1.07398	1.07416	370	0	0
2022.06.03	13:30:00	1.07417	1.07443	1.07400	1.07400	225	0	0
2022.06.03	13:40:00	1.07400	1.07400	1.07336	1.07381	544	0	0
2022.06.03	13:50:00	1.07380	1.07411	1.07360	1.07404	514	0	0
2022.06.03	14:00:00	1.07404	1.07406	1.07352	1.07365	607	0	0
2022.06.03	14:10:00	1.07365	1.07401	1.07347	1.07379	521	0	0
2022.06.03	14:20:00	1.07379	1.07466	1.07377	1.07448	533	0	0
2022.06.03	14:30:00	1.07447	1.07462	1.07422	1.07430	577	0	0
2022.06.03	14:40:00	1.07430	1.07432	1.07339	1.07345	649	0	0
2022.06.03	14:50:00	1.07345	1.07376	1.07260	1.07290	915	0	0
2022.06.03	15:00:00	1.07288	1.07319	1.07266	1.07284	891	0	0
2022.06.03	15:10:00	1.07284	1.07306	1.07266	1.07291	794	0	0
2022.06.03	15:20:00	1.07287	1.07333	1.07285	1.07317	911	0	0
2022.06.03	15:30:00	1.07317	1.07395	1.07115	1.07128	3047	0	0
2022.06.03	15:40:00	1.07128	1.07179	1.07039	1.07093	2165	0	0
2022.06.03	15:50:00	1.07092	1.07166	1.07088	1.07160	1723	0	0
2022.06.03	16:00:00	1.07159	1.07333	1.07143	1.07304	1329	0	0
2022.06.03	16:10:00	1.07304	1.07322	1.07264	1.07302	958	0	0
2022.06.03	16:20:00	1.07303	1.07385	1.07231	1.07291	1369	0	0
2022.06.03	16:30:00	1.07292	1.07377	1.07266	1.07335	1980	0	0
2022.06.03	16:40:00	1.07335	1.07438	1.07250	1.07419	2023	0	0
2022.06.03	16:50:00	1.07420	1.07522	1.07393	1.07440	1794	0	0
2022.06.03	17:00:00	1.07446	1.07487	1.07389	1.07431	1749	0	0
2022.06.03	17:10:00	1.07431	1.07435	1.07354	1.07377	1517	0	0
2022.06.03	17:20:00	1.07378	1.07380	1.07299	1.07304	1236	0	0
2022.06.03	17:30:00	1.07303	1.07363	1.07233	1.07250	1174	0	0
2022.06.03	17:40:00	1.07250	1.07271	1.07223	1.07238	1177	0	0
2022.06.03	17:50:00	1.07237	1.07251	1.07156	1.07232	1584	0	0
2022.06.03	18:00:00	1.07232	1.07233	1.07171	1.07213	1165	0	0
2022.06.03	18:10:00	1.07214	1.07226	1.07174	1.07207	677	0	0
2022.06.03	18:20:00	1.07207	1.07225	1.07174	1.07179	587	0	0
2022.06.03	18:30:00	1.07179	1.07219	1.07176	1.07214	583	0	0
2022.06.03	18:40:00	1.07213	1.07217	1.07141	1.07155	654	0	0
2022.06.03	18:50:00	1.07154	1.07159	1.07106	1.07114	721	0	0
2022.06.03	19:00:00	1.07114	1.07167	1.07109	1.07158	765	0	0
2022.06.03	19:10:00	1.07158	1.07185	1.07133	1.07139	458	0	0
2022.06.03	19:20:00	1.07138	1.07251	1.07135	1.07248	544	0	0
2022.06.03	19:30:00	1.07248	1.07287	1.07247	1.07278	491	0	0
2022.06.03	19:40:00	1.07278	1.07284	1.07210	1.07235	427	0	0
2022.06.03	19:50:00	1.07235	1.07293	1.07215	1.07291	364	0	0
2022.06.03	20:00:00	1.07291	1.07297	1.07255	1.07265	531	0	0
2022.06.03	20:10:00	1.07266	1.07268	1.07194	1.07195	542	0	0
2022.06.03	20:20:00	1.07194	1.07232	1.07192	1.07209	435	0	0
2022.06.03	20:30:00	1.07209	1.07210	1.07179	1.07185	452	0	0
2022.06.03	20:40:00	1.07184	1.07195	1.07158	1.07182	436	0	0
2022.06.03	20:50:00	1.07182	1.07228	1.07174	1.07192	296	0	0
2022.06.03	21:00:00	1.07192	1.07204	1.07163	1.07167	312	0	0
2022.06.03	21:10:00	1.07167	1.07181	1.07165	1.07176	214	0	0
2022.06.03	21:20:00	1.07176	1.07217	1.07163	1.07209	368	0	0
2022.06.03	21:30:00	1.07209	1.07211	1.07191	1.07195	318	0	0
2022.06.03	21:40:00	1.07194	1.07217	1.07184	1.07216	279	0	0
2022.06.03	21:50:00	1.07215	1.07222	1.07192	1.07213	359	0	0
2022.06.03	22:00:00	1.07213	1.07224	1.07182	1.07203	309	0	0
2022.06.03	22:10:00	1.07203	1.07209	1.07177	1.07190	266	0	0
2022.06.03	22:20:00	1.07190	1.07197	1.07176	1.07197	213	0	0
2022.06.03	22:30:00	1.07197	1.07213	1.07190	1.07205	231	0	0
2022.06.03	22:40:00	1.07205	1.07216	1.07190	1.07202	233	0	0
2022.06.03	22:50:00	1.07199	1.07212	1.07186	1.07206	396	0	0
2022.06.03	23:00:00	1.07205	1.07216	1.07199	1.07206	101	0	0
2022.06.03	23:10:00	1.07206	1.07206	1.07187	1.07192	118	0	6
2022.06.03	23:20:00	1.07189	1.07200	1.07185	1.07199	133	0	6
2022.06.03	23:30:00	1.07199	1.07199	1.07142	1.07161	168	0	8
2022.06.03	23:40:00	1.07161	1.07210	1.07159	1.07188	223	0	8
2022.06.03	23:50:00	1.07189	1.07195	1.07164	1.07165	94	0	15
2022.06.06	00:00:00	1.07146	1.07186	1.07146	1.07168	36	0	51
2022.06.06	00:10:00	1.07168	1.07181	1.07168	1.07172	36	0	38
2022.06.06	00:20:00	1.07170	1.07181	1.07168	1.07178	31	0	38
2022.06.06	00:30:00	1.07181	1.07191	1.07176	1.07189	60	0	26
2022.06.06	00:40:00	1.07183	1.07200	1.07150	1.07195	65	0	26
2022.06.06	00:50:00	1.07195	1.07230	1.07173	1.07191	42	0	26
2022.06.06	01:00:00	1.07187	1.07207	1.07125	1.07167	55	0	13
2022.06.06	01:10:00	1.07172	1.07183	1.07127	1.07177	88	0	8
2022.06.06	01:20:00	1.07172	1.07199	1.07152	1.07182	37	0	6
2022.06.06	01:30:00	1.07182	1.07252	1.07177	1.07247	55	0	8
2022.06.06	01:40:00	1.07247	1.07252	1.07217	1.07242	41	0	8
2022.06.06	01:50:00	1.07242	1.07242	1.07222	1.07237	56	0	12
2022.06.06	02:00:00	1.07237	1.07248	1.07213	1.07217	75	0	1
2022.06.06	02:10:00	1.07225	1.07247	1.07212	1.07242	67	0	0
2022.06.06	02:20:00	1.07245	1.07271	1.07233	1.07255	57	0	0
2022.06.06	02:30:00	1.07255	1.07261	1.07245	1.07250	72	0	0
2022.06.06	02:40:00	1.07250	1.07292	1.07249	1.07288	91	0	1
2022.06.06	02:50:00	1.07285	1.07290	1.07245	1.07252	90	0	1
2022.06.06	03:00:00	1.07252	1.07309	1.07240	1.07287	225	0	1
2022.06.06	03:10:00	1.07287	1.07302	1.07277	1.07297	109	0	1
2022.06.06	03:20:00	1.07297	1.07319	1.07265	1.07277	103	0	1
2022.06.06	03:30:00	1.07277	1.07280	1.07222	1.07237	82	0	1
2022.06.06	03:40:00	1.07232	1.07244	1.07200	1.07200	91	0	0
2022.06.06	03:50:00	1.07200	1.07224	1.07153	1.07160	177	0	0
2022.06.06	04:00:00	1.07160	1.07178	1.07145	1.07173	139	0	1
2022.06.06	04:10:00	1.07173	1.07217	1.07160	1.07213	124	0	1
2022.06.06	04:20:00	1.07213	1.07213	1.07165	1.07180	96	0	1
2022.06.06	04:30:00	1.07170	1.07170	1.07100	1.07127	170	0	1
2022.06.06	04:40:00	1.07132	1.07139	1.07102	1.07132	146	0	0
2022.06.06	04:50:00	1.07135	1.07192	1.07135	1.07152	142	0	0
2022.06.06	05:00:00	1.07145	1.07210	1.07140	1.07202	112	0	1
2022.06.06	05:10:00	1.07200	1.07205	1.07180	1.07185	91	0	1
2022.06.06	05:20:00	1.07187	1.07221	1.07185	1.07219	245	0	0
2022.06.06	05:30:00	1.07220	1.07247	1.07204	1.07236	219	0	0
2022.06.06	05:40:00	1.07238	1.07256	1.07220	1.07228	183	0	0
2022.06.06	05:50:00	1.07228	1.07244	1.07220	1.07220	163	0	0
2022.06.06	06:00:00	1.07222	1.07236	1.07218	1.07232	144	0	0
2022.06.06	06:10:00	1.07238	1.07249	1.07225	1.07229	135	0	0
2022.06.06	06:20:00	1.07229	1.07236	1.07214	1.07218	171	0	0
2022.06.06	06:30:00	1.07218	1.07241	1.07213	1.07213	176	0	0
2022.06.06	06:40:00	1.07213	1.07246	1.07212	1.07237	144	0	0
2022.06.06	06:50:00	1.07237	1.07258	1.07236	1.07252	187	0	0
2022.06.06	07:00:00	1.07252	1.07252	1.07227	1.07245	229	0	0
2022.06.06	07:10:00	1.07245	1.07245	1.07212	1.07239	214	0	0
2022.06.06	07:20:00	1.07239	1.07258	1.07226	1.07255	219	0	0
2022.06.06	07:30:00	1.07255	1.07256	1.07226	1.07237	133	0	0
2022.06.06	07:40:00	1.07236	1.07275	1.07236	1.07263	111	0	0
2022.06.06	07:50:00	1.07269	1.07281	1.07250	1.07276	142	0	0
2022.06.06	08:00:00	1.07276	1.07356	1.07276	1.07356	229	0	0
2022.06.06	08:10:00	1.07359	1.07363	1.07324	1.07324	223	0	0
2022.06.06	08:20:00	1.07323	1.07323	1.07295	1.07311	206	0	0
2022.06.06	08:30:00	1.07310	1.07347	1.07293	1.07346	289	0	0
2022.06.06	08:40:00	1.07346	1.07347	1.07312	1.07317	219	0	0
2022.06.06	08:50:00	1.07317	1.07326	1.07265	1.07269	339	0	0
2022.06.06	09:00:00	1.07269	1.07277	1.07232	1.07242	494	0	0
2022.06.06	09:10:00	1.07242	1.07242	1.07181	1.07219	556	0	0
2022.06.06	09:20:00	1.07220	1.07225	1.07189	1.07218	437	0	0
2022.06.06	09:30:00	1.07218	1.07335	1.07206	1.07333	719	0	0
2022.06.06	09:40:00	1.07333	1.07333	1.07237	1.07263	498	0	0
2022.06.06	09:50:00	1.07263	1.07265	1.07230	1.07239	452	0	0
2022.06.06	10:00:00	1.07238	1.07387	1.07236	1.07314	901	0	0
2022.06.06	10:10:00	1.07315	1.07379	1.07270	1.07337	896	0	0
2022.06.06	10:20:00	1.07338	1.07375	1.07306	1.07318	810	0	0
2022.06.06	10:30:00	1.07318	1.07320	1.07269	1.07295	650	0	0
2022.06.06	10:40:00	1.07296	1.07371	1.07267	1.07350	821	0	0
2022.06.06	10:50:00	1.07350	1.07424	1.07327	1.07420	969	0	0
2022.06.06	11:00:00	1.07420	1.07457	1.07383	1.07407	862	0	0
2022.06.06	11:10:00	1.07404	1.07516	1.07396	1.07498	949	0	0
2022.06.06	11:20:00	1.07498	1.07498	1.07415	1.07439	768	0	0
2022.06.06	11:30:00	1.07440	1.07459	1.07410	1.07437	711	0	0
2022.06.06	11:40:00	1.07437	1.07484	1.07431	1.07472	505	0	0
2022.06.06	11:50:00	1.07472	1.07514	1.07433	1.07510	479	0	0
2022.06.06	12:00:00	1.07510	1.07513	1.07463	1.07497	549	0	0
2022.06.06	12:10:00	1.07497	1.07497	1.07451	1.07459	445	0	0
2022.06.06	12:20:00	1.07459	1.07482	1.07433	1.07460	481	0	0
2022.06.06	12:30:00	1.07460	1.07466	1.07414	1.07433	474	0	0
2022.06.06	12:40:00	1.07432	1.07432	1.07393	1.07404	395	0	0
2022.06.06	12:50:00	1.07404	1.07454	1.07390	1.07450	492	0	0
2022.06.06	13:00:00	1.07452	1.07459	1.07409	1.07414	473	0	0
2022.06.06	13:10:00	1.07414	1.07460	1.07384	1.07428	391	0	0
2022.06.06	13:20:00	1.07429	1.07462	1.07401	1.07408	416	0	0
2022.06.06	13:30:00	1.07409	1.07409	1.07253	1.07254	520	0	0
2022.06.06	13:40:00	1.07254	1.07281	1.07242	1.07251	361	0	0
2022.06.06	13:50:00	1.07251	1.07282	1.07243	1.07281	482	0	0
2022.06.06	14:00:00	1.07282	1.07295	1.07253	1.07259	504	0	0
2022.06.06	14:10:00	1.07258	1.07310	1.07251	1.07296	469	0	0
2022.06.06	14:20:00	1.07294	1.07299	1.07241	1.07277	405	0	0
2022.06.06	14:30:00	1.07277	1.07284	1.07255	1.07278	342	0	0
2022.06.06	14:40:00	1.07277	1.07304	1.07258	1.07261	353	0	0
2022.06.06	14:50:00	1.07262	1.07323	1.07242	1.07312	569	0	0
2022.06.06	15:00:00	1.07311	1.07316	1.07241	1.07288	586	0	0
2022.06.06	15:10:00	1.07288	1.07291	1.07190	1.07197	608	0	0
2022.06.06	15:20:00	1.07200	1.07242	1.07159	1.07174	748	0	0
2022.06.06	15:30:00	1.07175	1.07200	1.07158	1.07170	597	0	0
2022.06.06	15:40:00	1.07171	1.07215	1.07160	1.07205	505	0	0
2022.06.06	15:50:00	1.07205	1.07234	1.07198	1.07231	476	0	0
2022.06.06	16:00:00	1.07230	1.07236	1.07193	1.07224	437	0	0
